Date,Package,Title,year
2014-11-20,gset,Group Sequential Design in Equivalence Studies,2014
2014-11-20,ilc,Lee-Carter Mortality Models using Iterative Fitting Algorithms,2014
2014-11-20,RAPIDR,Reliable Accurate Prenatal non-Invasive Diagnosis R package,2014
2014-11-20,x12GUI,X12 - Graphical User Interface,2014
2014-11-19,PGICA,Parallel Group ICA Algorithm,2014
2014-11-19,QuACN,QuACN: Quantitative Analysis of Complex Networks,2014
2014-11-19,SEAsic,Score Equity Assessment- summary index computation,2014
2014-11-19,sqlutils,Utilities for working with SQL files,2014
2014-11-18,attribrisk,Population Attributable Risk,2014
2014-11-18,boolean3,Boolean Binary Response Models,2014
2014-11-18,spatialTailDep,Estimation of spatial tail dependence models,2014
2014-11-17,randtests,Testing randomness in R,2014
2014-11-17,spThin,"Functions for Spatial Thinning of Species Occurrence Records for
Use in Ecological Models",2014
2014-11-15,vowels,"Vowel Manipulation, Normalization, and Plotting",2014
2014-11-14,entropy,"Estimation of Entropy, Mutual Information and Related Quantities",2014
2014-11-14,ttScreening,"Genome-wide DNA methylation sites screening by use of training
and testing samples",2014
2014-11-13,aftgee,"Accelerated Failure Time Model with Generalized Estimating
Equations",2014
2014-11-13,optimx,A Replacement and Extension of the optim() Function,2014
2014-11-13,toxtestD,Experimental design for binary toxicity tests,2014
2014-11-11,catdata,Categorical Data,2014
2014-11-11,glogis,Fitting and Testing Generalized Logistic Distributions,2014
2014-11-11,lymphclon,"Accurate Estimation of Clonal Coincidences and Abundances from
Biological Replicates",2014
2014-11-10,episplineDensity,"Density Estimation with Soft Information by Exponential
Epi-splines",2014
2014-11-10,ionflows,"Calculate the Number of Required Flows for Semiconductor
Sequencing",2014
2014-11-10,ips,Interfaces to Phylogenetic Software in R,2014
2014-11-10,ISBF,Iterative Selection of Blocks of Features - ISBF,2014
2014-11-10,ModelGood,Validation of risk prediction models,2014
2014-11-10,PHYLOGR,Functions for Phylogenetically Based Statistical Analyses,2014
2014-11-10,Rcpp11,R and C++11,2014
2014-11-10,Rothermel,Rothermel fire spread model for R,2014
2014-11-09,riskSimul,"Risk Quantification for Stock Portfolios under the T-Copula
Model",2014
2014-11-08,LinCal,Static Univariate Frequentist and Bayesian Linear Calibration,2014
2014-11-08,OptionPricing,Option Pricing with Efficient Simulation Algorithms,2014
2014-11-07,BB,Solving and Optimizing Large-Scale Nonlinear Systems,2014
2014-11-07,BTYD,Implementing Buy 'Til You Die Models,2014
2014-11-07,npsm,Package for Nonparametric Statistical Methods using R,2014
2014-11-06,PLSbiplot1,The Partial Least Squares (PLS) Biplot,2014
2014-11-05,hcp,Change Point Estimation for Regression with Heteroscedastic Data,2014
2014-11-05,MAT,Multidimensional Adaptive Testing,2014
2014-11-05,MGL,Module Graphical Lasso,2014
2014-11-05,strap,Stratigraphic Tree Analysis for Palaeontology,2014
2014-11-05,TRSbook,"Functions and Datasets to Accompany the Book ""The R Software:
Fundamentals of Programming and Statistical Analysis""",2014
2014-11-03,CombinePValue,Combine a Vector of Correlated p-values,2014
2014-11-03,rjson,JSON for R,2014
2014-11-03,ScoreGGUM,Score Persons Using the Generalized Graded Unfolding Model,2014
2014-11-03,sdcTarget,Statistical Disclosure Control Substitution Matrix Calculator,2014
2014-11-02,bcpa,Behavioral change point analysis of animal movement,2014
2014-11-02,OptimalCutpoints,Computing optimal cutpoints in diagnostic tests,2014
2014-11-01,kaps,K-Adaptive Partitioning for Survival data,2014
2014-11-01,RMTstat,"Distributions, Statistics and Tests derived from Random Matrix
Theory",2014
2014-11-01,smac,Sparse Multi-category Angle-Based Large-Margin Classifiers,2014
2014-10-31,PrivateLR,Differentially Private Regularized Logistic Regression,2014
2014-10-31,tuple,"Find every match, or orphan, duplicate, triplicate, or other
replicated values",2014
2014-10-30,mapplots,Data Visualisation on Maps,2014
2014-10-29,isdals,"Provides datasets for Introduction to Statistical Data Analysis
for the Life Sciences",2014
2014-10-29,ldr,Methods for likelihood-based dimension reduction in regression,2014
2014-10-28,CateSelection,Categorical Variable Selection Methods,2014
2014-10-28,lassoscore,High-Dimensional Inference with the Penalized Score Test,2014
2014-10-28,safi,Sensitivity Analysis for Functional Input,2014
2014-10-27,qdm,"Fitting a Quadrilateral Dissimilarity Model to Same-Different
Judgments",2014
2014-10-27,ropensecretsapi,R Package for the OpenSecrets.org API,2014
2014-10-25,DBKGrad,Discrete Beta Kernel Graduation of Mortality Data,2014
2014-10-25,highD2pop,Two-Sample Tests for Equality of Means in High Dimension,2014
2014-10-25,ivpack,Instrumental Variable Estimation,2014
2014-10-25,simTool,Conduct Simulation Studies with a Minimal Amount of Source Code,2014
2014-10-25,vecsets,like base::sets tools but keeps duplicate elements,2014
2014-10-23,matR,Metagenomics Analysis Tools for R,2014
2014-10-23,splitstackshape,Stack and Reshape Datasets After Splitting Concatenated Values,2014
2014-10-22,FDGcopulas,Multivariate Dependence with FDG Copulas,2014
2014-10-22,JMdesign,"Joint Modeling of Longitudinal and Survival Data - Power
Calculation",2014
2014-10-22,sigloc,Signal Location Estimation,2014
2014-10-22,stepp,Subpopulation Treatment Effect Pattern Plot (STEPP),2014
2014-10-21,cdcsis,"Conditional Distance Correlation and Its Related Feature
Screening Method",2014
2014-10-20,icapca,Mixed ICA/PCA,2014
2014-10-20,MDSGUI,A GUI for interactive MDS in R,2014
2014-10-20,npmlreg,"Nonparametric maximum likelihood estimation for random effect
models",2014
2014-10-20,Rook,Rook - a web server interface for R,2014
2014-10-19,flare,Family of Lasso Regression,2014
2014-10-19,multispatialCCM,Multispatial Convergent Cross Mapping,2014
2014-10-18,landpred,Landmark Prediction of a Survival Outcome,2014
2014-10-18,rareNMtests,"Ecological and biogeographical null model tests for comparing
rarefaction curves",2014
2014-10-18,stochprofML,Stochastic Profiling using Maximum Likelihood Estimation,2014
2014-10-17,gsg,Calculation of selection coefficients,2014
2014-10-17,pBrackets,Plot Brackets,2014
2014-10-17,RMKdiscrete,Sundry Discrete Probability Distributions,2014
2014-10-16,Metatron,"Meta-analysis for Classification Data and Correction to
Imperfect Reference",2014
2014-10-16,NPCirc,Nonparametric Circular Methods,2014
2014-10-16,RcmdrPlugin.steepness,Steepness Rcmdr Plug-in,2014
2014-10-16,StMoSim,Plots a QQ-Norm Plot with several Gaussian simulations,2014
2014-10-16,windex,"windex: Analysing convergent evolution using the Wheatsheaf
index",2014
2014-10-15,AlgDesign,Algorithmic Experimental Design,2014
2014-10-15,nsgp,Non-Stationary Gaussian Process Regression,2014
2014-10-15,vetools,Tools for Venezuelan Environmental Data,2014
2014-10-14,dice,Calculate probabilities of various dice-rolling events,2014
2014-10-13,datamart,Unified access to your data sources,2014
2014-10-13,popRange,"popRange: A spatially and temporally explicit forward genetic
simulator",2014
2014-10-13,QualInt,Test for Qualitative Interactions,2014
2014-10-09,minqa,"Derivative-free optimization algorithms by quadratic
approximation",2014
2014-10-09,mpcv,Multivariate Process Capability Vector,2014
2014-10-08,Rdsm,Threads Environment for R,2014
2014-10-07,CINID,Curculionidae INstar IDentification,2014
2014-10-07,mnormpow,Multivariate Normal Distributions with Power Integrand,2014
2014-10-07,PLordprob,Multivariate Ordered Probit Model via Pairwise Likelihood,2014
2014-10-07,sft,Functions for Systems Factorial Technology Analysis of Data,2014
2014-10-07,VecStatGraphs3D,Vector analysis using graphical and analytical methods in 3D,2014
2014-10-06,GISTools,Some further GIS capabilities for R,2014
2014-10-06,grofit,"The package was developed to fit fit many growth curves obtained
under different conditions",2014
2014-10-06,lllcrc,Local Log-linear Models for Capture-Recapture,2014
2014-10-06,mvprpb,Orthant Probability of the Multivariate Normal Distribution,2014
2014-10-06,NB,"Maximum Likelihood method in estimating effective population
size from genetic data",2014
2014-10-06,snipEM,Snipping methods for robust estimation and clustering,2014
2014-10-05,catIrt,"An R Package for Simulating IRT-Based Computerized Adaptive
Tests",2014
2014-10-04,SightabilityModel,Wildlife Sightability Modeling,2014
2014-10-04,vec2dtransf,2D Cartesian Coordinate Transformation,2014
2014-10-02,DDIwR,DDI with R,2014
2014-10-02,mycor,Automatic Correlation and Regression Test in a Data Frame,2014
2014-10-02,TED,Turbulence Time Series Event Detection and Classification,2014
2014-10-01,exsic,Convenience Functions for Botanists to Create Specimens Indices,2014
2014-10-01,SQDA,Sparse Quadratic Discriminant Analysis,2014
2014-10-01,steepness,Testing Steepness of Dominance Hierarchies,2014
2014-09-29,atmcmc,Automatically Tuned Markov Chain Monte Carlo,2014
2014-09-29,GPFDA,Apply Gaussian Process in Functional data analysis,2014
2014-09-29,httpRequest,Basic HTTP Request,2014
2014-09-29,log4r,"A simple logging system for R, based on log4j",2014
2014-09-29,rFDSN,"Get Seismic Data from the International Federation of Digital
Seismograph Networks",2014
2014-09-29,ScottKnott,The ScottKnott Clustering Algorithm,2014
2014-09-29,sprint,Simple Parallel R INTerface,2014
2014-09-28,neural,Neural Networks,2014
2014-09-27,propagate,Propagation of Uncertainty,2014
2014-09-26,alr4,Data to accompany Applied Linear Regression 4rd edition,2014
2014-09-26,aplpack,"Another Plot PACKage: stem.leaf, bagplot, faces, spin3R,
plotsummary, plothulls, and some slider functions",2014
2014-09-26,GenWin,Spline Based Window Boundaries for Genomic Analyses,2014
2014-09-26,Guerry,"Maps, data and methods related to Guerry (1833) ""Moral
Statistics of France""",2014
2014-09-26,iC10TrainingData,Training datasets for iC10 package,2014
2014-09-26,jSonarR,jSonar Analytics Platform API for R,2014
2014-09-25,ivprobit,Instrumental variables probit model,2014
2014-09-25,SPREDA,Statistical Package for Reliability Data Analysis,2014
2014-09-24,deming,"Deming, Thiel-Sen and Passing-Bablock Regression",2014
2014-09-23,pvsR,"An R package to interact with the Project Vote Smart API for
scientific research",2014
2014-09-23,SemiPar,Semiparametic Regression,2014
2014-09-22,documair,Automatic Documentation for R packages,2014
2014-09-22,IBrokers,R API to Interactive Brokers Trader Workstation,2014
2014-09-22,predictmeans,Calculate Predicted Means for Linear Models,2014
2014-09-21,CGP,Composite Gaussian process models,2014
2014-09-21,RcmdrPlugin.MA,Graphical User Interface for Conducting Meta-Analyses in R,2014
2014-09-21,sendmailR,send email using R,2014
2014-09-21,trotter,"Pseudo-Vectors Containing All Permutations, Combinations and
Subsets of Objects Taken from a Vector",2014
2014-09-20,Density.T.HoldOut,"Density.T.HoldOut: Non-combinatorial T-estimation Hold-Out for
density estimation",2014
2014-09-20,mitools,Tools for multiple imputation of missing data,2014
2014-09-20,OrdLogReg,Ordinal Logic Regression,2014
2014-09-19,allelematch,"Identifying unique multilocus genotypes where genotyping error
and missing data may be present",2014
2014-09-19,beanplot,"Visualization via Beanplots (like Boxplot/Stripchart/Violin
Plot)",2014
2014-09-19,comclim,Community climate statistics,2014
2014-09-19,edgeRun,"More Powerful Unconditional Testing of Negative Binomial Means
for Digital Gene Expression Data",2014
2014-09-19,iki.dataclim,"Consistency, Homogeneity and Summary Statistics of
Climatological Data",2014
2014-09-19,LogicForest,Logic Forest,2014
2014-09-19,opentraj,Tools for Creating and Analysing Air Trajectory Data,2014
2014-09-19,RidgeFusion,R Package for Ridge Fusion in Statistical Learning,2014
2014-09-19,RMOA,Connect R with MOA for Massive Online Analysis,2014
2014-09-19,spatialnbda,Performs spatial NBDA in a Bayesian context,2014
2014-09-18,adaptDA,Adaptive Mixture Discriminant Analysis,2014
2014-09-18,bbo,Biogeography-Based Optimization,2014
2014-09-18,ivbma,"Bayesian Instrumental Variable Estimation and Model
Determination via Conditional Bayes Factors",2014
2014-09-18,modTempEff,Modelling temperature effects using time series data,2014
2014-09-17,qgtools,Tools for Quantitative Genetics Data Analyses,2014
2014-09-17,RadioSonde,Tools for plotting skew-T diagrams and wind profiles,2014
2014-09-17,RMOAjars,External jars required for package RMOA,2014
2014-09-16,compute.es,Compute Effect Sizes,2014
2014-09-16,dlm,Bayesian and Likelihood Analysis of Dynamic Linear Models,2014
2014-09-16,m4fe,Models for Financial Economics,2014
2014-09-16,PerformanceAnalytics,Econometric tools for performance and risk analysis,2014
2014-09-16,polidata,Political Data Interface in R,2014
2014-09-15,genlasso,Path algorithm for generalized lasso problems,2014
2014-09-15,propOverlap,"Feature (gene) selection based on the Proportional Overlapping
Scores",2014
2014-09-15,qpcR,Modelling and analysis of real-time PCR data,2014
2014-09-14,agop,Aggregation Operators and Preordered Sets,2014
2014-09-14,RcmdrPlugin.coin,Rcmdr Coin Plug-In,2014
2014-09-14,RH2,DBI/RJDBC interface to h2 Database,2014
2014-09-13,phyloland,"Modelling Competitive Exclusion and Limited Dispersal in a
Statistical Phylogeographic Framework",2014
2014-09-13,referenceIntervals,Reference Intervals,2014
2014-09-12,Mobilize,Mobilize plots and functions,2014
2014-09-12,nettools,A Network Comparison Framework,2014
2014-09-12,PepPrep,"Insilico peptide mutation, digestion and homologous comparison",2014
2014-09-11,knnIndep,Independence tests and benchmarks,2014
2014-09-11,lefse,Phylogenetic and Functional Analyses for Ecology,2014
2014-09-11,RankResponse,"Ranking Responses in a Single Response Question or a Multiple
Response Question",2014
2014-09-11,rChoiceDialogs,rChoiceDialogs collection,2014
2014-09-11,rsubgroup,Subgroup Discovery and Analytics,2014
2014-09-10,caTools,"Tools: moving window statistics, GIF, Base64, ROC AUC, etc",2014
2014-09-10,eegkitdata,Data for package eegkit,2014
2014-09-10,ForwardSearch,Forward Search using asymptotic theory,2014
2014-09-10,hwriter,HTML Writer - Outputs R objects in HTML format,2014
2014-09-10,Ohmage,R Client for Ohmage 2 server,2014
2014-09-10,RcmdrPlugin.IPSUR,An IPSUR Plugin for the R Commander,2014
2014-09-10,saery,Small Area Estimation for Rao and Yu Model,2014
2014-09-09,bpkde,Back-Projected Kernel Density Estimation,2014
2014-09-09,CircE,Circumplex models Estimation,2014
2014-09-09,globalOptTests,"Objective functions for benchmarking the performance of global
optimization algorithms",2014
2014-09-08,astro,"Astronomy Functions, Tools and Routines",2014
2014-09-08,emulator,Bayesian emulation of computer programs,2014
2014-09-08,funHDDC,Model-based clustering in group-specific functional subspaces,2014
2014-09-08,ibd,INCOMPLETE BLOCK DESIGNS,2014
2014-09-08,lunar,"Lunar Phase & Distance, Seasons and Other Environmental Factors",2014
2014-09-08,minque,An R Package for Linear Mixed Model Analyses,2014
2014-09-08,SNFtool,Similarity Network Fusion,2014
2014-09-07,bionetdata,Biological and chemical data networks,2014
2014-09-07,PerfMeas,"PerfMeas: Performance Measures for ranking and classification
tasks",2014
2014-09-06,pyramid,Functions to draw population pyramid,2014
2014-09-05,GxM,"Maximum Likelihood Estimation for Gene-by-Measured Environment
Interaction Models",2014
2014-09-05,readbitmap,"Simple Unified Interface to Read Bitmap Images (BMP,JPEG,PNG)",2014
2014-09-04,BCA,Business and Customer Analytics,2014
2014-09-04,cooptrees,Cooperative aspects of optimal trees in weighted graphs,2014
2014-09-04,CopulaRegression,Bivariate Copula Based Regression Models,2014
2014-09-04,helloJavaWorld,Hello Java World,2014
2014-09-04,idr,Irreproducible discovery rate,2014
2014-09-04,insuranceData,"A Collection of Insurance Datasets Useful in Risk Classification
in Non-life Insurance",2014
2014-09-04,MRCV,"Methods for Analyzing Multiple Response Categorical Variables
(MRCVs)",2014
