"";"text";"restaurante";"text_clean"
"4871";"@_d3structiv3 compensaria se fosse igual o refil de refrigerante do burger king que é durante 1 hora";"Lanchonete2";"dstructiv compensaria se fosse igual o refil de refrigerante do  que é durante  hora"
"4872";"etaaa a coisa ficou séria!!! por isso amoooo a #blackfriday #blackfriday @burguerkingbr @mcdonalds_br #frys #food https://t.co/ymu9z1qlt4 https://t.co/4zcmk8f1m6";"Lanchonete2";"etaaa a coisa ficou séria por isso amoooo a #blackfriday #blackfriday burguerbr br #frys #food httpstcoymuzqlt httpstcozcmkfm"
"4873";"se matar na mcdonald's ou burger king? eis a questão. https://t.co/fmfmrdfxq3";"Lanchonete2";"se matar na s ou  eis a questão httpstcofmfmrdfxq"
"4874";"queridos vocês conhecem alguém que trabalhe no administrativo do burger king!? preciso demais falar com alguém de lá";"Lanchonete2";"queridos vocês conhecem alguém que trabalhe no administrativo do  preciso demais falar com alguém de lá"
"4875";"eu prefiro 1000 vezes o burger king, sendo que o burger king não faz essas graças poxa, então vou ter que abandonar e comer no mc donald's kkkkkk";"Lanchonete2";"eu prefiro  vezes o  sendo que o  não faz essas graças poxa então vou ter que abandonar e comer no  s kkkkkk"
"4876";"@burgerking da argentina, se nega a vender whopper para auxiliar o @mcdonalds do país, em dia de mchappy
confira: https://t.co/g2oydqhkmj
#microfonedigital #burgerking #mcdonalds #mcdiafeliz https://t.co/voz60tirg0";"Lanchonete2";" da argentina se nega a vender whopper para auxiliar o  do país em dia de happy
confira httpstcogoydqhkmj
#microfonedigital # # #diafeliz httpstcovoztirg"
"4877";"queria um burger king";"Lanchonete2";"queria um "
"4878";"https://t.co/l7jakd3mfq meu deus";"Lanchonete2";"httpstcoljakdmfq meu deus"
"4879";"#dicadalokita #cdrpod #0349 black friday burger king: balde de batata frita e mais promoções https://t.co/wzj4wt2osr";"Lanchonete2";"#dicadalokita #cdrpod # black friday  balde de batata frita e mais promoções httpstcowzjwtosr"
"4880";"@aurea_quites @luizzcoelho burger king é muito bom, não tem coca";"Lanchonete2";"aureaquites luizzcoelho  é muito bom não tem coca"
"4881";"burger king da argentina se recusa a vender whoppers e manda seus clientes para o mcdonald’s https://t.co/rxindcdhwf";"Lanchonete2";" da argentina se recusa a vender whoppers e manda seus clientes para o s httpstcorxindcdhwf"
"4882";"mc donalds sexta feira tera refil de batata dai eu passo no burger king compro refri e vivo num ciclo infinito de comida e bebida ahhhhhh";"Lanchonete2";"  sexta feira tera refil de batata dai eu passo no  compro refri e vivo num ciclo infinito de comida e bebida ahhhhhh"
"4883";"burger king da argentina se recusa a vender whoppers e manda seus clientes para o mcdonald’s https://t.co/sjxjykvvr5 via brains9";"Lanchonete2";" da argentina se recusa a vender whoppers e manda seus clientes para o s httpstcosjxjykvvr via brains"
"4884";"burger king da argentina se recusa a vender whoppers e manda seus clientes para o mcdonald’s https://t.co/rlqsjmuzog @henriquegg";"Lanchonete2";" da argentina se recusa a vender whoppers e manda seus clientes para o s httpstcorlqsjmuzog henriquegg"
"4885";"burger king da argentina se recusa a vender whoppers e manda seus clientes para o mcdonald’s https://t.co/uwfvmoiqhy";"Lanchonete2";" da argentina se recusa a vender whoppers e manda seus clientes para o s httpstcouwfvmoiqhy"
"4886";"''presidente vinicius reúne com ministros em burger king para discutir plano de governo''";"Lanchonete2";"presidente vinicius reúne com ministros em  para discutir plano de governo"
"4887";"burger king da argentina se recusa a vender whoppers e manda seus clientes para o mcdonald’s https://t.co/wyuz1pspqy";"Lanchonete2";" da argentina se recusa a vender whoppers e manda seus clientes para o s httpstcowyuzpspqy"
"4888";"o q eu amo no mundo do marketing é que o mc donald's vai ter refil de batata frita.. o burger king vai ter refil de balde de batata frita. 

a competição do capitalismo selvagem está vivíssima";"Lanchonete2";"o q eu amo no mundo do marketing é que o  s vai ter refil de batata frita o  vai ter refil de balde de batata frita 

a competição do capitalismo selvagem está vivíssima"
"4889";"mozão ❤️ https://t.co/u13f2euwmv";"Lanchonete2";"mozão ❤️ httpstcoufeuwmv"
"4890";"quando o assunto é burger king https://t.co/27mqqgcoh6";"Lanchonete2";"quando o assunto é  httpstcomqqgcoh"
"4891";"tô morrendo de fome, burger king tá pertinho e ainda com promoção de black friday, eu sou esfomeada, só pode ser um puta sinal";"Lanchonete2";"tô morrendo de fome  tá pertinho e ainda com promoção de black friday eu sou esfomeada só pode ser um puta sinal"
"4892";"não sou chegada em: burger king, mcdonald's, subway, e por ai vai..";"Lanchonete2";"não sou chegada em  s  e por ai vai"
"4893";"burger king com promção de black friday com um baldinho de batata frita, preciso ir no bk, quem não é feliz com tanta batata gente";"Lanchonete2";" com promção de black friday com um baldinho de batata frita preciso ir no  quem não é feliz com tanta batata gente"
"4894";"burger king terá balde de batata frita com maionese durante a black friday. https://t.co/pmdcidbyoq";"Lanchonete2";" terá balde de batata frita com maionese durante a black friday httpstcopmdcidbyoq"
"4895";"mc donald's e burger king encontrando em promoçoes na black friday e eu aqui louco da vida pq nao tem nenhum desses na minha city";"Lanchonete2";" s e  encontrando em promoçoes na black friday e eu aqui louco da vida pq nao tem nenhum desses na minha city"
"4896";"tem que fazer black friday é na mc donald e na burger king";"Lanchonete2";"tem que fazer black friday é na   e na "
"4897";"que fome de um hambúrguer da burger king";"Lanchonete2";"que fome de um hambúrguer da "
"4898";"como eu quero ir p burger king porra";"Lanchonete2";"como eu quero ir p  porra"
"4899";"minha mae falou se eu passa de serie ela vai me levar pra comer na burger king e comprar umas coisas pra mim espero q eu passe serie🙏😂";"Lanchonete2";"minha mae falou se eu passa de serie ela vai me levar pra comer na  e comprar umas coisas pra mim espero q eu passe serie🙏😂"
"4900";"e como vai fica a nossa dieta na sexta-feira?

🍟 burger king terá balde de batata frita com maionese durante a black friday https://t.co/othwvmjksp https://t.co/9cb8gqnwvx";"Lanchonete2";"e como vai fica a nossa dieta na sextafeira

🍟  terá balde de batata frita com maionese durante a black friday httpstcoothwvmjksp httpstcocbgqnwvx"
"4901";"hoje é dia de tri

triplo stacker do burger king me chamem pra lanchos";"Lanchonete2";"hoje é dia de tri

triplo stacker do  me chamem pra lanchos"
"4902";"e vale lembrar q o date é com um cara q tem muito mais dinheiro q eu, outra coisa q me deixa super desconfortável. eu tenho 100 reais pra passar oito dias, n tô nem indo pra aula pra economizar passagem, se ele me chamar pra algum lugar mais caro q um burger king já n posso ir.";"Lanchonete2";"e vale lembrar q o date é com um cara q tem muito mais dinheiro q eu outra coisa q me deixa super desconfortável eu tenho  reais pra passar oito dias n tô nem indo pra aula pra economizar passagem se ele me chamar pra algum lugar mais caro q um  já n posso ir"
"4903";"depois da mc donald's, burger king também oferece fritas grátis 
https://t.co/avnhbrjbs5 https://t.co/vxomuey1jx";"Lanchonete2";"depois da  s  também oferece fritas grátis 
httpstcoavnhbrjbs httpstcovxomueyjx"
"4904";"contei pra minha colega que hj fui almoçar no shopping, aí peguei o cardápio e achei caro.. pra não demonstrar que sou pobre, fingi que alguém me ligou. ""oi, ahhh tu tá no burger king? to indo aí"". aí ela me disse que tb já fez isso várias vezes! me senti melhor!";"Lanchonete2";"contei pra minha colega que hj fui almoçar no shopping aí peguei o cardápio e achei caro pra não demonstrar que sou pobre fingi que alguém me ligou oi ahhh tu tá no  to indo aí aí ela me disse que tb já fez isso várias vezes me senti melhor"
"4905";"em comemoração à black friday, lojas em todo o brasil vão trocar as batatas médias por baldes de batata frita com direito a dois sachês da famosa maionese do burger king. a promoção é válida exclusivamente na compra dos combos, todos no valor de r$ 19,90.

esse momento é meu";"Lanchonete2";"em comemoração à black friday lojas em todo o brasil vão trocar as batatas médias por baldes de batata frita com direito a dois sachês da famosa maionese do  a promoção é válida exclusivamente na compra dos combos todos no valor de r$ 

esse momento é meu"
"4906";"13:19h #blackfriday | já vimos que terá refil de batata frita no mc donald s, e agora essa do burger king!!! e a... https://t.co/1rocdaa6n8";"Lanchonete2";"h #blackfriday | já vimos que terá refil de batata frita no   s e agora essa do  e a httpstcorocdaan"
"4907";"eu trocaria o almoço, pra lanchar no burger king sem neurose";"Lanchonete2";"eu trocaria o almoço pra lanchar no  sem neurose"
"4908";"reação do povo da cozinha do burger king quando você pede o hambúrguer vegetariano: https://t.co/upf20b1ccj";"Lanchonete2";"reação do povo da cozinha do  quando você pede o hambúrguer vegetariano httpstcoupfbccj"
"4909";"burger king br - curitiba - aniversário carol: https://t.co/zxye2eujck via @youtube";"Lanchonete2";" br  curitiba  aniversário carol httpstcozxyeeujck via youtube"
"4910";"2017 e ainda pessoas enaltecendo burger king e mcdonalds";"Lanchonete2";" e ainda pessoas enaltecendo  e "
"4911";"muito legal a promoção do burger king da batata média virar balde.. seria uma pena se nenhum bk em bh  estivesse participando da promoção";"Lanchonete2";"muito legal a promoção do  da batata média virar balde seria uma pena se nenhum  em bh  estivesse participando da promoção"
"4912";"balde de batatas no burger king, quero muito";"Lanchonete2";"balde de batatas no  quero muito"
"4913";"fora de mim por descobrir que as promo de black friday do burger king não vão valer em palmas 🤬🤬🤬";"Lanchonete2";"fora de mim por descobrir que as promo de black friday do  não vão valer em palmas 🤬🤬🤬"
"4914";"black friday burguer king: balde de batata frita e mais promoções https://t.co/ulswijj4aw https://t.co/xif4jirie8";"Lanchonete2";"black friday burguer  balde de batata frita e mais promoções httpstcoulswijjaw httpstcoxifjirie"
"4915";"black friday burguer king: balde de batata frita e mais promoções https://t.co/v0zb0fwjkn via @cleconomize";"Lanchonete2";"black friday burguer  balde de batata frita e mais promoções httpstcovzbfwjkn via cleconomize"
"4916";"como eu amo o burger king";"Lanchonete2";"como eu amo o "
"4917";"caralho amo essa briga da mc' com king kskdksskskdk https://t.co/a4avoqubmk";"Lanchonete2";"caralho amo essa briga da  com  kskdksskskdk httpstcoaavoqubmk"
"4918";"@alanina03 acho que vou desistir da faculdade e trabalhar no burger king";"Lanchonete2";"alanina acho que vou desistir da faculdade e trabalhar no "
"4919";"https://t.co/hfz4wlbpbr oxe como q faz pra ir no burger king pelado e fazer o melhor da vida q no caso é comer 1 lanche do burger king";"Lanchonete2";"httpstcohfzwlbpbr oxe como q faz pra ir no  pelado e fazer o melhor da vida q no caso é comer  lanche do "
"4920";"eu tô com tanta vontade de um hambúrguer do mcdonald's ou burger king que eu to quase chorando";"Lanchonete2";"eu tô com tanta vontade de um hambúrguer do s ou  que eu to quase chorando"
"4921";"😱😱😱😱 colesterol gritando  😭 burger king oferece balde de batatas fritas durante a black friday | o povo online https://t.co/bifmus4suq # via @opovoonline";"Lanchonete2";"😱😱😱😱 colesterol gritando  😭  oferece balde de batatas fritas durante a black friday | o povo online httpstcobifmussuq # via opovoonline"
"4922";"burger king e o subway arrecadaram um bom dinheiro meu esse mês pprt";"Lanchonete2";" e o  arrecadaram um bom dinheiro meu esse mês pprt"
"4923";"mostrei os cupons do burger king pra mamãe
""isso tudo por 20 reais? avisa o dia que tu quer comer que eu te dou o dinheiro""
to chorando muito";"Lanchonete2";"mostrei os cupons do  pra mamãe
isso tudo por  reais avisa o dia que tu quer comer que eu te dou o dinheiro
to chorando muito"
"4924";"dessa vez o burger king vai falir https://t.co/itidvv3d0x";"Lanchonete2";"dessa vez o  vai falir httpstcoitidvvdx"
"4925";"convidei o fa pra ir no shopping com nós, dai ele disse que se eu pagar um burger king pra ele ele vai";"Lanchonete2";"convidei o fa pra ir no shopping com nós dai ele disse que se eu pagar um  pra ele ele vai"
"4926";"mc donald' não barra a batata do burger king nem pagando https://t.co/kgjj5ss2np";"Lanchonete2";"  não barra a batata do  nem pagando httpstcokgjjssnp"
"4927";"sobre o refil de batatas do mcdonald's

as batatas do burger king são bem melhores. a cebola, então, nem se fala.";"Lanchonete2";"sobre o refil de batatas do s

as batatas do  são bem melhores a cebola então nem se fala"
"4928";"burger king abre vagas para atendente – primeiro emprego – rio de janeiro https://t.co/fvdr8ydudf https://t.co/bgcmz2m9oa";"Lanchonete2";" abre vagas para atendente  primeiro emprego  rio de janeiro httpstcofvdrydudf httpstcobgcmzmoa"
"4929";"me: não aguento mais comer porcaria

also me: quero pizza, esfiha, mc donalds, burger king, sorvete, açai *lista infinita*";"Lanchonete2";"me não aguento mais comer porcaria

also me quero pizza esfiha    sorvete açai lista infinita"
"4930";"o burger king é tão pika q eles tem até chá gelado";"Lanchonete2";"o  é tão pika q eles tem até chá gelado"
"4931";"o burger king pisa diariamente no mc donalds com seus super cupons de desconto e refil de refrigerante infinito";"Lanchonete2";"o  pisa diariamente no   com seus super cupons de desconto e refil de refrigerante infinito"
"4932";"lanche do big x picanha, batata do mcdonald's e refil do burger king

a combinação perfeita";"Lanchonete2";"lanche do big x picanha batata do s e refil do 

a combinação perfeita"
"4933";"combo por 20 reais com balde de batata no burger king black friday te amo!!!!";"Lanchonete2";"combo por  reais com balde de batata no  black friday te amo"
"4934";"eu acabei de comer um burger king enquanto perseguia uma capivara perdida no meio da rua e tentava conseguir resgate as 3h da manhã.";"Lanchonete2";"eu acabei de comer um  enquanto perseguia uma capivara perdida no meio da rua e tentava conseguir resgate as h da manhã"
"4935";"love ❤: quero chocolate
vitória 🌈: quero mesmo
vitória 🌈: uma coxinha
 vitória 🌈: um pastel
 love ❤: imensa
love ❤: burger king
love ❤: quero
vitória 🌈: uum meec
 vitória 🌈: pizzaa
love ❤: bem mec
love ❤: cachorro quente
 vitória 🌈: batata frita";"Lanchonete2";"love ❤ quero chocolate
vitória 🌈 quero mesmo
vitória 🌈 uma coxinha
 vitória 🌈 um pastel
 love ❤ imensa
love ❤ 
love ❤ quero
vitória 🌈 uum meec
 vitória 🌈 pizzaa
love ❤ bem mec
love ❤ cachorro quente
 vitória 🌈 batata frita"
